9167	17829	18250
9167	17829	18360
9167	17829	18216
9167	13816	18250
9167	13816	18360
9167	13816	18216
9167	16632	18250
9167	16632	18360
9167	16632	18216
9167	17199	18250
9167	17199	18360
9167	17199	18216
9167	14388	18250
9167	14388	18360
9167	14388	18216
9167	14974	18250
9167	14974	18360
9167	14974	18216
9167	16643	18250
9167	16643	18360
9167	16643	18216
9167	17226	18250
9167	17226	18360
9167	17226	18216
9167	16634	18250
9167	16634	18360
9167	16634	18216
9167	17831	18250
9167	13501	18250
9167	13837	18250
9167	14674	18250
9167	13865	18250
9167	16640	18250
9167	15750	18250
9167	17812	18250
9167	17710	18250
9167	17389	18250
9167	15041	18250
9167	17833	18250
9167	16573	18250
9167	16645	18250
9167	13720	18250
9167	16652	18250
9167	17820	18250
9167	16631	18250
9167	15884	18250
9167	17810	18250
9167	16638	18250
9167	16639	18250
9167	13948	18250
9167	18089	18250
9167	16661	18250
9167	13472	18250
9167	17299	18250
9167	13870	18250
9167	16312	18250
9167	17819	18250
9167	16642	18250
9167	17828	18250
9167	17830	18250
9167	17808	18250
9167	14909	18250
9167	17807	18250
9167	16630	18250
9167	16636	18250
9167	16023	18250
9167	13448	18250
9167	16655	18250
9167	16355	18250
9167	16637	18250
9167	16629	18250
9167	17809	18250
9167	15161	18250
9167	16649	18250
9167	16658	18250
9167	14552	18250
9167	17065	18250
9167	17827	18250
9167	17549	18250
9167	16646	18250
9167	16651	18250
9167	18029	18250
9167	16648	18250
9167	14180	18250
9167	17302	18250
9167	14417	18250
9167	17836	18250
9167	16384	18250
9167	17818	18250
9167	17834	18250
9167	13696	18250
9167	15347	18250
9167	15605	18250
9167	14171	18250
9167	17814	18250
9167	15069	18250
9167	17811	18250
9167	17832	18250
9167	17725	18250
9167	17823	18250
9167	17813	18250
9167	15882	18250
9167	15389	18250
9167	16254	18250
9167	17817	18250
9167	16653	18250
9167	17816	18250
9167	17826	18250
9167	17719	18250
9167	16650	18250
9167	16136	18250
9167	17822	18250
9167	16657	18250
9167	15873	18250
9167	17815	18250
9167	16633	18250
9167	16271	18250
9167	13263	18250
9167	16641	18250
9167	17825	18250
9167	18056	18250
9167	16635	18250
9167	17821	18250
9167	16644	18250
9167	14404	18250
9167	13998	18250
9167	17835	18250
9167	17427	18250
9167	16656	18250
9167	15950	18250
9167	16647	18250
9167	17824	18250
9167	16654	18250
9167	14131	18250
9167	16462	18250
9167	16036	18250
9167	16660	18250
9167	16659	18250
9167	17389	18360
9167	17389	18216
9167	15041	18360
9167	15041	18216
9167	16645	18360
9167	16645	18216
9167	13720	18360
9167	13720	18216
9167	16652	18360
9167	16652	18216
9167	17820	18360
9167	17820	18216
9167	16631	18360
9167	16631	18216
9167	15884	18360
9167	15884	18216
9167	17810	18360
9167	17810	18216
9167	16639	18360
9167	16639	18216
9167	13472	18360
9167	13472	18216
9167	17299	18360
9167	17299	18216
9167	13870	18360
9167	13870	18216
9167	17831	18360
9167	13501	18360
9167	13837	18360
9167	14674	18360
9167	13865	18360
9167	16640	18360
9167	15750	18360
9167	17812	18360
9167	17710	18360
9167	17833	18360
9167	16573	18360
9167	16638	18360
9167	13948	18360
9167	18089	18360
9167	16661	18360
9167	16312	18360
9167	17819	18360
9167	16642	18360
9167	17828	18360
9167	17830	18360
9167	17808	18360
9167	14909	18360
9167	17807	18360
9167	16630	18360
9167	16636	18360
9167	16023	18360
9167	13448	18360
9167	16655	18360
9167	16355	18360
9167	16637	18360
9167	16629	18360
9167	17809	18360
9167	15161	18360
9167	16649	18360
9167	16658	18360
9167	14552	18360
9167	17065	18360
9167	17827	18360
9167	17549	18360
9167	16646	18360
9167	16651	18360
9167	18029	18360
9167	16648	18360
9167	14180	18360
9167	17302	18360
9167	14417	18360
9167	17836	18360
9167	16384	18360
9167	17818	18360
9167	17834	18360
9167	13696	18360
9167	15347	18360
9167	15605	18360
9167	14171	18360
9167	17814	18360
9167	15069	18360
9167	17811	18360
9167	17832	18360
9167	17725	18360
9167	17823	18360
9167	17813	18360
9167	15882	18360
9167	15389	18360
9167	16254	18360
9167	17817	18360
9167	16653	18360
9167	17816	18360
9167	17826	18360
9167	17719	18360
9167	16650	18360
9167	16136	18360
9167	17822	18360
9167	16657	18360
9167	15873	18360
9167	17815	18360
9167	16633	18360
9167	16271	18360
9167	13263	18360
9167	16641	18360
9167	17825	18360
9167	18056	18360
9167	16635	18360
9167	17821	18360
9167	16644	18360
9167	14404	18360
9167	13998	18360
9167	17835	18360
9167	17427	18360
9167	16656	18360
9167	15950	18360
9167	16647	18360
9167	17824	18360
9167	16654	18360
9167	14131	18360
9167	16462	18360
9167	16036	18360
9167	16660	18360
9167	16659	18360
9167	16642	18216
9167	17828	18216
9167	17808	18216
9167	14909	18216
9167	16355	18216
9167	16637	18216
9167	17809	18216
9167	15161	18216
9167	16658	18216
9167	17065	18216
9167	17827	18216
9167	17549	18216
9167	16646	18216
9167	16651	18216
9167	16648	18216
9167	17831	18216
9167	13501	18216
9167	13837	18216
9167	14674	18216
9167	13865	18216
9167	16640	18216
9167	15750	18216
9167	17812	18216
9167	17710	18216
9167	17833	18216
9167	16573	18216
9167	16638	18216
9167	13948	18216
9167	18089	18216
9167	16661	18216
9167	16312	18216
9167	17819	18216
9167	17830	18216
9167	17807	18216
9167	16630	18216
9167	16636	18216
9167	16023	18216
9167	13448	18216
9167	16655	18216
9167	16629	18216
9167	16649	18216
9167	14552	18216
9167	18029	18216
9167	14180	18216
9167	17302	18216
9167	14417	18216
9167	17836	18216
9167	16384	18216
9167	17818	18216
9167	17834	18216
9167	13696	18216
9167	15347	18216
9167	15605	18216
9167	14171	18216
9167	17814	18216
9167	15069	18216
9167	17811	18216
9167	17832	18216
9167	17725	18216
9167	17823	18216
9167	17813	18216
9167	15882	18216
9167	15389	18216
9167	16254	18216
9167	17817	18216
9167	16653	18216
9167	17816	18216
9167	17826	18216
9167	17719	18216
9167	16650	18216
9167	16136	18216
9167	17822	18216
9167	16657	18216
9167	15873	18216
9167	17815	18216
9167	16633	18216
9167	16271	18216
9167	13263	18216
9167	16641	18216
9167	17825	18216
9167	18056	18216
9167	16635	18216
9167	17821	18216
9167	16644	18216
9167	14404	18216
9167	13998	18216
9167	17835	18216
9167	17427	18216
9167	16656	18216
9167	15950	18216
9167	16647	18216
9167	17824	18216
9167	16654	18216
9167	14131	18216
9167	16462	18216
9167	16036	18216
9167	16660	18216
9167	16659	18216
9699	17831	18401
9699	17831	18360
9699	17831	18156
9699	17831	18203
12382	17831	18401
12382	17831	18360
12382	17831	18156
12382	17831	18203
12375	17831	18401
12375	17831	18360
12375	17831	18156
12375	17831	18203
3778	17831	18401
3778	17831	18360
3778	17831	18156
3778	17831	18203
1280	17831	18401
1280	17831	18360
1280	17831	18156
1280	17831	18203
9225	17831	18401
9225	17831	18360
9225	17831	18156
9225	17831	18203
