752	3051
4219	5448
221	5221
1183	3646
4942	5663
1255	3751
865	5143
3446	5232
501	5275
1203	5547
142	2304
3423	5514
1666	4374
2678	5360
2813	5176
4672	5430
196	5164
3247	5288
586	2838
765	3069
2022	5729
468	5214
1408	5161
3285	5171
500	5166
246	3938
2040	5374
766	3070
4971	5433
925	5458
1126	5448
1724	5254
4821	5674
3958	5156
306	3085
796	5164
296	2483
4906	5718
922	5389
3102	5171
914	5156
825	5456
234	3182
3060	5174
4348	5161
850	3185
5063	5552
2460	5295
228	5237
1563	5156
267	5165
297	2484
488	4001
5123	5194
201	2367
300	2489
10	2799
1684	4399
714	3001
1576	4228
904	5227
4252	5458
1297	5567
4299	5161
1071	5224
3022	5183
894	3233
1244	5152
1508	5607
1298	3811
3932	5224
1217	4640
311	2503
531	2772
4113	5156
1213	5164
4168	5617
1859	5684
1113	3536
3449	5521
1299	3812
1853	5152
287	5529
95	2735
989	3357
1860	5685
996	3365
867	5466
109	2261
3952	5583
908	3252
4497	5154
746	5176
350	5176
690	5424
503	5189
1064	5342
306	4086
1172	4875
1276	5341
1313	3831
1388	5582
2035	4984
824	3145
3945	5171
3559	5364
1212	5176
306	5254
2238	5200
1883	5152
1197	5233
3820	5176
3960	5299
1995	5213
4823	5674
3167	5254
1289	4004
2281	5161
3843	5537
4408	5166
2019	5161
2239	5201
1419	5282
9	2151
119	3972
2973	5425
681	2958
1323	5165
593	2845
71	2391
1868	4699
4294	5180
4569	5156
1361	5277
2112	5096
1840	4637
3386	5185
1057	5689
650	5185
755	5238
5069	5213
399	5194
3511	5185
242	5247
944	3304
1204	3672
4754	5695
2716	5210
1841	4638
302	5261
5096	5166
1473	4062
893	5473
3975	5176
1413	5588
1193	5176
2010	4940
1963	4865
83	5195
501	2739
878	3214
1152	3603
4939	5224
3079	5154
3607	5539
4722	5226
163	2451
317	2509
2977	5143
126	5156
1642	5187
4352	5284
819	3430
4680	5229
4586	5185
519	5267
1540	5176
1585	4244
4806	5225
84	5196
772	3089
392	5312
1179	5542
3600	5536
4756	5224
194	4918
1011	5177
1694	4416
933	5486
2163	5160
328	2523
4940	5161
2771	5388
80	5161
658	2923
1476	4193
4301	5174
2267	5217
3051	5213
243	2415
1122	3552
976	5484
3238	5268
247	5195
153	3690
1912	4760
559	4149
1904	5165
4564	5404
1158	5195
1239	3728
929	5372
934	5487
1682	5646
659	2924
1734	5656
1702	5295
2816	5166
5111	5164
44	4048
1447	4022
3132	5143
1957	5176
669	2937
2318	5155
449	5674
1240	3729
1646	5171
2463	5164
2042	4991
745	3112
3497	5155
5080	5176
186	5220
734	5434
4331	5174
4928	5164
1451	4028
2624	5346
68	5164
3094	5152
1137	3572
1403	3957
3105	5161
2455	5165
67	2761
4769	5176
1021	3397
3082	5443
1406	3962
4552	5178
2625	5347
4810	5702
3134	5453
3054	5344
3470	5259
3753	5202
2009	4935
3723	5210
471	2701
144	2306
383	2588
1668	4376
2493	5164
3417	5512
1045	5151
244	5282
3430	5451
4500	5661
422	5325
1788	4557
482	2715
702	2984
2122	5113
108	5214
95	4112
705	2989
1789	4558
2732	5185
298	2485
3071	5405
3495	5324
2630	5174
402	5166
2614	5166
4097	5249
1284	5325
1053	3443
49	5164
3565	5159
109	5215
885	3221
2195	5182
299	2486
3675	5147
203	2369
4893	5713
4122	5607
716	3003
895	3234
2064	5027
2204	5187
251	5155
1382	4670
886	5400
471	5158
859	5154
532	2773
1756	4502
3173	5165
4894	5714
896	3235
114	3608
285	5296
1300	3813
566	5166
720	3009
640	2900
1165	3625
246	5341
447	5331
977	3345
1511	5610
1301	3814
674	4061
3443	5519
4430	5435
2023	4967
1304	3819
1684	5272
3899	5161
438	2658
425	3771
3836	5221
1715	4442
121	5166
1408	5108
2707	5370
2864	5174
3043	5176
3741	5218
2024	4968
3502	5461
2096	5073
459	5161
450	5341
4605	5143
2027	4973
1716	4443
1193	5156
95	4655
4365	5161
1192	4931
1825	4615
182	3082
4100	5272
892	5164
1828	4620
2240	5202
1557	5209
1222	4810
1075	3479
1388	3939
547	5166
435	4430
2055	5013
1330	5166
2241	5203
3300	5367
1925	5312
11	2153
669	5420
4360	5204
683	2960
138	5232
1272	5161
595	2847
389	2599
3358	5165
3437	5229
1471	4058
5011	5430
1344	3874
1042	3423
1458	5324
1537	5617
1956	5155
404	5238
478	5187
1220	3695
2544	5325
1174	5156
1475	4064
3917	5164
1420	5446
2545	5326
4469	5497
1101	5171
1937	5672
3979	5224
4381	5155
143	4793
1634	5634
1121	3837
1965	4867
4870	5166
982	3350
503	2741
1873	5687
1331	5224
4421	5456
1512	5156
1351	3890
642	5416
480	5354
1052	5171
903	5191
2164	5161
774	3091
1540	4171
4486	5176
1926	5698
1390	5166
3409	5372
