14475	28851
14475	914
14475	28877
14475	28878
14475	28879
14475	28880
14475	28882
14475	28883
28851	14476
28851	14477
28851	14478
28851	14479
28851	14480
28851	14485
28851	14486
28851	14487
28851	14488
28851	14489
28851	14490
28851	14492
28851	14493
28851	14494
28851	14495
28851	14496
28851	14498
28851	14499
28851	14500
28851	14502
28851	14504
28851	14505
28851	14507
28851	14509
28851	14510
28851	14511
28851	14512
28851	14513
28851	14515
28851	14516
28851	14517
28851	14518
28851	14520
28851	14524
28851	14525
28851	14526
28851	14527
28851	14528
28851	14530
28851	14531
28851	14534
28851	14535
28851	14537
28851	14538
28851	14540
28851	14541
28851	14543
28851	14544
28851	14545
28851	14546
28851	14547
28851	14549
28851	14550
28851	14551
28851	14552
28851	14553
28851	14554
28851	14555
28851	14556
28851	14557
28851	14558
28851	14559
28851	14560
28851	14561
28851	14562
28851	14563
28851	14564
28851	14565
28851	14566
28851	14567
28851	14568
28851	14569
28851	14570
28851	14571
28851	14573
28851	14574
28851	14575
28851	14576
28851	14577
28851	14578
28851	14579
28851	14580
28851	14582
28851	14583
28851	14585
28851	14586
28851	14587
28851	14589
28851	14591
28851	14592
28851	14595
28851	14596
28851	14597
28851	14598
28851	14599
28851	14600
28851	14601
28851	14603
28851	14605
28851	14607
28851	14608
28851	14609
28851	14612
28851	14613
28851	14615
28851	14618
28851	14621
28851	14623
28851	14624
28851	14625
28851	14627
28851	14628
28851	14629
28851	14630
28851	14631
28851	14632
28851	14633
28851	14634
28851	14635
28851	14636
28851	14637
28851	14638
28851	14639
28851	14641
28851	14643
28851	14644
28851	14645
28851	14647
28851	14648
28851	14649
28851	14650
28851	14651
28851	14652
28851	14654
28851	14655
28851	14656
28851	14658
28851	14660
28851	14661
28851	14662
28851	14664
28851	14665
28851	14668
28851	14669
28851	14670
28851	14671
28851	14672
28851	14673
28851	14674
28851	14675
28851	14676
28851	14677
28851	14678
28851	14679
28851	14680
28851	14682
28851	14684
28851	14686
28851	14688
28851	14689
28851	14690
28851	14691
28851	14692
28851	14693
28851	14694
28851	14695
28851	14696
28851	14697
28851	14698
28851	14699
28851	14700
28851	14701
28851	14703
28851	14704
28851	14705
28851	14706
28851	14707
28851	14708
28851	14709
28851	14710
28851	14711
28851	14712
28851	14713
28851	14715
28851	14716
28851	14718
28851	14719
28851	14720
28851	14723
28851	14724
28851	14725
28851	14726
28851	14728
28851	14731
28851	14732
28851	14733
28851	14734
28851	14735
28851	14737
28851	14739
28851	14740
28851	14741
28851	14742
28851	14743
28851	14744
28851	14745
28851	14746
28851	14747
28851	14748
28851	14749
28851	14750
28851	14751
28851	14752
28851	14754
28851	14755
28851	14756
28851	14757
28851	14758
28851	14759
28851	14760
28851	14761
28851	14762
28851	14763
28851	14765
28851	14766
28851	14767
28851	14768
28851	14769
28851	14770
28851	14771
28851	14772
28851	14773
28851	14774
28851	14776
28851	14778
28851	14779
28851	14781
28851	14782
28851	14783
28851	14785
28851	14786
28851	14787
28851	14788
28851	14789
28851	14790
28851	14791
28851	14792
28851	14793
28851	14795
28851	14796
28851	14797
28851	14798
28851	14799
28851	14800
28851	14801
28851	14802
28851	14804
28851	14805
28851	14806
28851	14808
28851	14809
28851	14810
28851	14811
28851	14812
28851	14813
28851	14815
28851	14817
28851	14819
28851	14821
28851	14822
28851	14825
28851	14826
28851	14830
28851	14831
28851	14833
28851	14834
28851	14835
28851	14836
28851	14837
28851	14838
28851	14839
28851	14840
28851	14841
28851	14842
28851	14843
28851	14844
28851	14847
28851	14848
28851	14849
28851	14850
28851	14851
28851	14852
28851	14853
28851	14854
28851	14855
28851	14856
28851	14857
28851	14858
28851	14859
28851	14861
28851	14862
28851	14863
28851	14864
28851	14866
28851	14867
28851	14869
28851	14870
28851	14872
28851	14874
28851	14875
28851	14876
28851	14877
28851	14878
28851	14879
28851	14880
28851	14881
28851	14882
28851	14883
28851	14884
28851	14885
28851	14887
28851	14888
28851	14889
28851	14890
28851	14891
28851	14892
28851	14893
28851	14895
28851	14896
28851	14898
28851	14899
28851	14902
28851	14903
28851	14904
28851	14905
28851	14908
28851	14909
28851	14913
28851	14914
28851	14915
28851	14917
28851	14918
28851	14919
28851	14921
28851	14922
28851	14924
28851	14925
28851	14926
28851	14927
28851	14928
28851	14930
28851	14931
28851	14932
28851	14933
28851	14934
28851	14935
28851	14936
28851	14937
28851	14939
28851	14940
28851	14941
28851	14942
28851	14943
28851	14944
28851	14945
28851	14946
28851	14947
28851	14948
28851	14949
28851	14950
28851	14951
28851	14953
28851	14954
28851	14956
28851	14957
28851	14958
28851	14959
28851	14960
28851	14961
28851	14963
28851	14964
28851	14965
28851	14966
28851	14967
28851	14968
28851	14969
28851	14970
28851	14971
28851	14972
28851	14975
28851	14976
28851	14977
28851	14978
28851	14979
28851	14981
28851	14982
28851	14983
28851	14986
28851	14987
28851	14988
28851	14990
28851	14991
28851	14992
28851	14993
28851	14995
28851	14997
28851	14998
28851	14999
28851	15000
28851	15001
28851	15003
28851	15008
28851	15009
28851	15010
28851	15012
28851	15013
28851	15014
28851	15015
28851	15016
28851	15017
28851	15018
28851	15019
28851	15020
28851	15021
28851	15022
28851	15023
28851	15025
28851	15026
28851	15027
28851	15028
28851	15029
28851	15032
28851	15033
28851	15034
28851	15035
28851	15036
28851	15038
28851	15039
28851	15040
28851	15041
28851	15043
28851	15044
28851	15046
28851	15048
28851	15049
28851	15050
28851	15051
28851	15052
28851	15053
28851	15055
28851	15056
28851	15057
28851	15058
28851	15059
28851	15060
28851	15061
28851	15062
28851	15063
28851	15065
28851	15066
28851	15067
28851	15068
28851	15069
28851	15072
28851	15073
28851	15074
28851	15075
28851	15076
28851	15077
28851	15078
28851	15082
28851	15084
28851	15085
28851	15086
28851	15087
28851	15088
28851	15089
28851	15091
28851	15092
28851	15093
28851	15095
28851	15096
28851	15097
28851	15098
28851	15099
28851	15100
28851	15101
28851	15102
28851	15103
28851	15104
28851	15105
28851	15106
28851	15108
28851	15109
28851	15110
28851	15111
28851	15113
28851	15114
28851	15115
28851	15116
28851	15117
28851	15118
28851	15120
28851	15121
28851	15122
28851	15123
28851	15124
28851	15126
28851	15127
28851	15128
28851	15129
28851	15130
28851	15131
28851	15132
28851	15133
28851	15134
28851	15135
28851	15137
28851	15138
28851	15140
28851	15141
28851	15142
28851	15144
28851	15149
28851	15150
28851	15151
28851	15152
28851	15154
28851	15156
28851	15157
28851	15158
28851	15159
28851	15161
28851	15162
28851	15163
28851	15164
28851	15165
28851	15166
28851	15167
28851	15168
28851	15169
28851	15171
28851	15172
28851	15173
28851	15175
28851	15176
28851	15177
28851	15178
28851	15179
28851	15180
28851	15182
28851	15183
28851	15185
28851	15188
28851	15190
28851	15191
28851	15192
28851	15196
28851	15197
28851	15198
28851	15200
28851	15202
28851	15203
28851	15204
28851	15205
28851	15207
28851	15208
28851	15210
28851	15211
28851	15212
28851	15213
28851	15214
28851	15217
28851	15218
28851	15219
28851	15220
28851	15222
28851	15223
28851	15224
28851	15225
28851	15226
28851	15227
28851	15228
28851	15230
28851	15232
28851	15236
28851	15237
28851	15238
28851	15239
28851	15240
28851	15241
28851	15242
28851	15244
28851	15245
28851	15248
28851	15250
28851	15251
28851	15252
28851	15253
28851	15254
28851	15255
28851	15256
28851	15257
28851	15258
28851	15261
28851	15262
28851	15263
28851	15266
28851	15267
28851	15268
28851	15269
28851	15270
28851	15271
28851	15272
28851	15273
28851	15274
28851	15278
28851	15279
28851	15280
28851	15281
28851	15282
28851	15283
28851	15285
28851	15286
28851	15287
28851	15289
28851	15290
28851	15293
28851	15294
28851	15295
28851	15296
28851	15297
28851	15298
28851	15299
28851	15300
28851	15301
28851	15302
28851	15303
28851	15304
28851	15305
28851	15306
28851	15307
28851	15309
28851	15311
28851	15313
28851	15314
28851	15316
28851	15317
28851	15318
28851	15320
28851	15321
28851	15322
28851	15324
28851	15329
28851	15330
28851	15332
28851	15333
28851	15334
28851	15336
28851	15337
28851	15339
28851	15340
28851	15341
28851	15342
28851	15343
28851	15344
